NAME	ES	NES	NOM_pval	FDR_qval	FWER_pval	RANK_AT_MAX	LEADING_EDGE
HALLMARK_COAGULATION	0.469997325728917	1.56907775880769	0.00222222222222222	0.0129500129500129	0.0129500129500129	NA	TIMP1,S100A13,USP11,CRIP2,RAC1,SERPINE1,C3,MST1,MSRB2,MMP2,CTSB,WDR1,MMP15,SERPING1,MMP11,FURIN,CSRP1,GSN,MMP14,PLAU,BMP1,GNB2,C1QA,CD9,RAPGEF3,RABIF,F12,APOC1,PEF1,TIMP3,COMP,CTSH,FN1,SERPINA1,DUSP14,SIRT2,ARF4,HTRA1
HALLMARK_DNA_REPAIR	0.453230664523296	1.59863467087839	0.00227272727272727	0.0129500129500129	0.0129500129500129	NA	TAF1C,DAD1,VPS28,ITPA,EDF1,GUK1,ADRM1,UPF3B,POLR2J,POLR2H,SAC3D1,GPX4,TARBP2,NME3,POLR2E,ELL,AGO4,DDB1,NT5C,USP11,AK1,LIG1,POLR3GL,POLR2D,ADA,IMPDH2,NME4,BCAP31,MPG,POLR2G,TP53,POLR2C,POLR2I,DDB2,RFC5,NELFE,MRPL40,SEC61A1,APRT,CANT1,SURF1,RAE1,ALYREF,HPRT1,ZNF707
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.39941367303563	1.47662263630658	0.00233100233100233	0.0129500129500129	0.0129500129500129	NA	SFN,WFS1,MED24,PTGES,HR,MYBBP1A,SYNGR1,KRT18,ESRP2,PPIF,KRT8,P2RY2,IGFBP4,MSMB,NBL1,NHERF1,KRT19,HSPB8,BHLHE40,FASN,RAB17,CCN5,EEIG1,TFAP2C,CANT1,SLC22A5,DHRS2,FCMR,ELF3,KCNK15,GLA,BLVRB,SEC14L2,FLNB,SLC2A1,OLFM1,STC2,B4GALT1,ITPK1,RHOD,FKBP4,CISH,CELSR2,DHCR7,SLC1A4,HES1,ADCY9,FDFT1,RRP12,TSKU,MICB,SYT12,TTC39A,RAPGEFL1,KDM4B,SCNN1A,TGM2,ALDH3B1
HALLMARK_HYPOXIA	0.428141168303397	1.56673139615661	0.0023094688221709	0.0129500129500129	0.0129500129500129	NA	SLC37A4,INHA,SLC25A1,PFKL,GPC1,DDIT3,GYS1,CAVIN3,GAA,SERPINE1,ENO3,BGN,SDC4,ANXA2,GRHPR,ANKZF1,ACKR3,B3GALT6,ILVBL,KLF6,TGFBI,BHLHE40,JMJD6,DUSP1,GALK1,PLAUR,CCN5,SELENBP1,P4HA2,ENO2,EFNA1,CAVIN1,IER3,S100A4,CDKN1A,CCN1,PHKG1,FOSL2,MT2A,PPP1R3C,SLC2A1,STC2,DDIT4,PFKFB3,EFNA3,ADM,SLC2A3,NDRG1,LDHA,SLC2A5,TPI1,CITED2,PRDX5,NDST1,HMOX1,MYH9,CXCR4,TGM2,PPP1R15A,ERO1A
HALLMARK_MYOGENESIS	0.432929014999346	1.55607202879296	0.00227790432801822	0.0129500129500129	0.0129500129500129	NA	SORBS3,SYNGR2,TAGLN,SPEG,ATP6AP1,SPHK1,SMTN,PDLIM7,TSC2,LDB3,DMPK,AK1,GAA,PLXNB2,ENO3,PTP4A3,AEBP1,TPM2,AKT2,MAPK12,GADD45B,EPHB3,TGFB1,OCEL1,MYH11,HSPB8,BHLHE40,COX7A1,MYL6B,SOD3,SLC6A8,CDKN1A,SCD,GSN,KIFC3,COL1A1,CRAT,PPP1R3C,TNNC2,STC2,MYO1C,SPDEF,NOTCH1,CTF1,RIT1,ITGB5,ITGB4,ADCY9,MYOM1,NQO1,CACNA1H,MB,CASQ2,COL6A2,LPIN1,CHRNB1,MYH9,CAMK2B,MYLK,EIF4A2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.430939423637415	1.5828588533964	0.0022883295194508	0.0129500129500129	0.0129500129500129	NA	ATP5F1D,RHOT2,NDUFS8,BAX,SLC25A11,UQCRC1,TIMM13,ATP6V0B,ACADVL,ACAA1,ATP5MC2,ATP5ME,GPX4,PDHA1,ETFB,ATP6AP1,IDH3B,NDUFV1,NDUFA3,NDUFS2,NDUFB1,NDUFS3,TOMM22,COX6B1,OXA1L,NDUFA5,MRPS12,TCIRG1,UQCR10,ATP5MC1,MRPS15,IDH3G,NDUFS7,MRPL34,HCCS,SLC25A20,ECHS1,HTRA2,ECH1,NDUFS6,NDUFAB1,GOT2,COX4I1,SURF1,NDUFA1,PMPCA,TIMM8B,UQCRQ,NDUFA2,MDH2,MRPL11,CPT1A,COX7C,ATP5F1B,TIMM10,PHB2,COX5B,COX5A,HSD17B10,CYC1,ATP6V1F,SLC25A3,LDHA,NDUFB3,ATP6V0E1,TIMM9,ATP5F1E,OGDH,RETSAT,NDUFB7,UQCRH,ATP5PF,NDUFA6,COX17
HALLMARK_P53_PATHWAY	0.40768790475202	1.49745503442803	0.0022883295194508	0.0129500129500129	0.0129500129500129	NA	HRAS,SFN,BAX,RPL36,DCXR,PHLDA3,DDIT3,PIDD1,RHBDF2,SERTAD3,JAG2,RPL18,VAMP8,MKNK2,NUPR1,SPHK1,RXRA,BAK1,FDXR,AK1,NINJ1,PLK3,PLXNB2,ADA,AEN,TRAF4,TP53,RALGDS,SDC1,PMM1,TRIAP1,DDB2,PRKAB1,TGFB1,RACK1,MAPKAPK3,HDAC3,RAB40C,SEC61A1,SLC7A11,DEF6,RGS16,CD81,IER3,TM4SF1,EPS8L2,IER5,H2AJ,S100A4,BTG2,SLC3A2,CDKN1A,TPRKB,CTSF,ACVR1B,DGKA,TCN2,VDR,DDIT4,CD82,DRAM1,NOTCH1,NDRG1,RPS12,TAX1BP3,ITGB4,S100A10,RETSAT,PLK2,MDM2,IRAK1,BAIAP2,HINT1,PCNA,HMOX1
HALLMARK_UV_RESPONSE_DN	-0.498488000431027	-1.70887139923244	0.00178571428571429	0.0129500129500129	0.0129500129500129	NA	YTHDC1,DYRK1A,MRPS31,NEK7,PHF3,ATRX,NIPBL,ACVR2A,RASA2,MAPK14,PTEN,MIOS,PRDM2,DLG1,NFKB1,BCKDHB,ARHGEF9,CDK13,CDC42BPA,RND3,PTPRM,MAP2K5,ATP2B1,AMPH,LPAR1,SCAF8,PRKAR2B,NOTCH2,ATRN,MAGI2,ADD3,NR3C1,ATP2C1,TJP1,SIPA1L1,AKT3,TOGARAM1,MGMT,ATXN1,ADGRL2,SMAD7,MMP16,DDAH1
HALLMARK_UV_RESPONSE_UP	0.504106500811623	1.77808386125036	0.00227272727272727	0.0129500129500129	0.0129500129500129	NA	BSG,STK25,AP2S1,POLE3,PRKACA,POLR2H,ACAA1,CYB5R1,DGAT1,RPN1,CDC34,SELENOW,BAK1,PRKCD,YKT6,PPIF,UROD,BID,DNAJB1,GRINA,RXRB,MGAT1,WIZ,TST,PPT1,DLG4,IGFBP2,RHOB,H2AX,NPTXR,NXF1,EIF2S3,TUBA4A,MSX1,SIGMAR1,CNP,ENO2,FURIN,SLC6A8,BTG2,MAPK8IP2,MMP14,JUNB,OLFM1,NR4A1,FKBP4,CYB5B,ATP6V1F,CDK2
HALLMARK_ESTROGEN_RESPONSE_LATE	0.414229228976753	1.52912548641896	0.00459770114942529	0.0229885057471264	0.0229885057471264	NA	PTPN6,SFN,WFS1,SLC2A8,DCXR,PTGES,HR,PKP3,ETFB,SLC29A1,TPSAB1,PPIF,GFUS,TST,IGFBP4,FGFR3,NBL1,NHERF1,PLXNB1,KRT19,HSPB8,NAB2,CCN5,EEIG1,TFAP2C,MDK,SLC22A5,HPRT1,GALE,DHRS2,GLA,BLVRB,FLNB,OLFM1,LSR,ITPK1,CD9,FKBP4,CISH,CELSR2,DHCR7,SLC1A4,FDFT1,LTF,MICB,EMP2,ST6GALNAC2,RAPGEFL1,ASS1,DLG5,SCNN1A,ALDH3B1,SERPINA1,TFF1,CDH1,MAPK13,XBP1,NXT1,GPER1,IGSF1,ZFP36,IDH2,MYOF,CKB,CDC6,SLC7A5,OVOL2,FOS,TRIM29,PLAAT3,SULT2B1,GINS2,SEMA3B,MAPT,ID2
