"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","nuclear mRNA surveillance","GO:0071028","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","purine deoxyribonucleoside monophosphate metabolic process","GO:0009170","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","neutrophil differentiation","GO:0030223","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","negative regulation of cell growth involved in cardiac muscle cell development","GO:0061052","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","entrainment of circadian clock by photoperiod","GO:0043153","0.29089319065194263","0.5362664447787188","24","809","3","21026",
"GO:BP","positive regulation of cytosolic calcium ion concentration","GO:0007204","0.29089319065194263","0.5362664447787188","169","809","11","21026",
"GO:BP","lysosomal lumen acidification","GO:0007042","0.29089319065194263","0.5362664447787188","24","809","3","21026",
"GO:BP","protein localization to cell cortex","GO:0072697","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","regulation of T-helper 1 cell differentiation","GO:0045625","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","pyrimidine nucleoside triphosphate metabolic process","GO:0009147","0.29089319065194263","0.5362664447787188","24","809","3","21026",
"GO:BP","lung morphogenesis","GO:0060425","0.29089319065194263","0.5362664447787188","56","809","5","21026",
"GO:BP","cellular response to UV-A","GO:0071492","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","pericyte cell differentiation","GO:1904238","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","negative regulation of transcription by RNA polymerase I","GO:0016479","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","L-aspartate transmembrane transport","GO:0070778","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","pyrimidine deoxyribonucleoside monophosphate metabolic process","GO:0009176","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","regulation of endothelial cell migration","GO:0010594","0.29089319065194263","0.5362664447787188","169","809","11","21026",
"GO:BP","elastic fiber assembly","GO:0048251","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","response to mercury ion","GO:0046689","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","establishment or maintenance of transmembrane electrochemical gradient","GO:0010248","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","cellular response to glucose stimulus","GO:0071333","0.29089319065194263","0.5362664447787188","150","809","10","21026",
"GO:BP","regulation of glucocorticoid metabolic process","GO:0031943","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","bone trabecula formation","GO:0060346","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","protein localization to presynapse","GO:1905383","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","neurotransmitter secretion","GO:0007269","0.29089319065194263","0.5362664447787188","150","809","10","21026",
"GO:BP","gland morphogenesis","GO:0022612","0.29089319065194263","0.5362664447787188","130","809","9","21026",
"GO:BP","regulation of hormone biosynthetic process","GO:0046885","0.29089319065194263","0.5362664447787188","24","809","3","21026",
"GO:BP","epinephrine transport","GO:0048241","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","trachea morphogenesis","GO:0060439","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","bronchus development","GO:0060433","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","lipopolysaccharide-mediated signaling pathway","GO:0031663","0.29089319065194263","0.5362664447787188","56","809","5","21026",
"GO:BP","regulation of protein deubiquitination","GO:0090085","0.29089319065194263","0.5362664447787188","11","809","2","21026",
"GO:BP","insulin secretion","GO:0030073","0.29168516084722146","0.5350856645570297","211","809","13","21026",
"GO:BP","exocytosis","GO:0006887","0.2924052461990258","0.5340148397345301","360","809","20","21026",
"GO:BP","negative regulation of apoptotic signaling pathway","GO:2001234","0.29320556678650006","0.5328277884589168","232","809","14","21026",
"GO:BP","regulation of meiotic cell cycle phase transition","GO:1901993","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","vestibular receptor cell morphogenesis","GO:0060116","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of chloride transport","GO:2001226","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","corticospinal neuron axon guidance","GO:0021966","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of synaptic transmission, glycinergic","GO:0060092","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","convergent extension involved in neural plate elongation","GO:0022007","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","antigen receptor-mediated signaling pathway","GO:0050851","0.2960226021890432","0.5286751280247421","195","809","12","21026",
"GO:BP","regulation of protein localization to presynapse","GO:1905384","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of protein localization to presynapse","GO:1905386","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of vasculogenesis","GO:2001214","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","positive regulation of activation of membrane attack complex","GO:0001970","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","establishment or maintenance of apical/basal cell polarity","GO:0035088","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","regulation of transmembrane transporter activity","GO:0022898","0.2960226021890432","0.5286751280247421","171","809","11","21026",
"GO:BP","positive regulation of proton-transporting ATP synthase activity, rotational mechanism","GO:1905273","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","tricarboxylic acid transmembrane transport","GO:0035674","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of relaxation of smooth muscle","GO:1901080","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","prolactin secreting cell differentiation","GO:0060127","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of dipeptide transmembrane transport","GO:2001148","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of extrathymic T cell differentiation","GO:0033082","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of dipeptide transmembrane transport","GO:2001150","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","hepatic stellate cell migration","GO:0061868","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","mitotic sister chromatid biorientation","GO:1990758","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of lymphocyte proliferation","GO:0050670","0.2960226021890432","0.5286751280247421","237","809","14","21026",
"GO:BP","calcium-mediated signaling","GO:0019722","0.2960226021890432","0.5286751280247421","234","809","14","21026",
"GO:BP","B cell homeostatic proliferation","GO:0002358","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","phosphate ion transmembrane transport","GO:0035435","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor","GO:0002415","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","butyrate metabolic process","GO:0019605","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","immunoglobulin production in mucosal tissue","GO:0002426","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","thymine transport","GO:0035364","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","tumor necrosis factor-mediated signaling pathway","GO:0033209","0.2960226021890432","0.5286751280247421","112","809","8","21026",
"GO:BP","oxalic acid secretion","GO:0046724","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of skeletal muscle contraction by neural stimulation via neuromuscular junction","GO:0014852","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cardiac muscle cell myoblast differentiation","GO:0060379","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","vagus nerve morphogenesis","GO:0021644","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of CAMKK-AMPK signaling cascade","GO:1905291","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","glial cell development","GO:0021782","0.2960226021890432","0.5286751280247421","134","809","9","21026",
"GO:BP","regulation of cardiac vascular smooth muscle cell differentiation","GO:2000722","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of calcium ion import into sarcoplasmic reticulum","GO:1902081","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","pentose biosynthetic process","GO:0019322","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","unsaturated fatty acid metabolic process","GO:0033559","0.2960226021890432","0.5286751280247421","113","809","8","21026",
"GO:BP","negative regulation of blood vessel remodeling","GO:0060313","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","neural crest cell migration","GO:0001755","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","positive regulation of oligopeptide transport","GO:2000878","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","B cell receptor apoptotic signaling pathway","GO:1990117","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of calcium ion binding","GO:1901876","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","epithelial to mesenchymal transition","GO:0001837","0.2960226021890432","0.5286751280247421","171","809","11","21026",
"GO:BP","negative regulation of apoptotic process involved in outflow tract morphogenesis","GO:1902257","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of toll-like receptor signaling pathway","GO:0034123","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of MyD88-independent toll-like receptor signaling pathway","GO:0034127","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","establishment or maintenance of monopolar cell polarity","GO:0061339","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","regulation of vascular wound healing","GO:0061043","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","neuron projection development","GO:0031175","0.2960226021890432","0.5286751280247421","1023","809","49","21026",
"GO:BP","mucosal immune response","GO:0002385","0.2960226021890432","0.5286751280247421","41","809","4","21026",
"GO:BP","cardiac neural crest cell development involved in outflow tract morphogenesis","GO:0061309","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","regulation of sulfur amino acid metabolic process","GO:0031335","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","female meiosis chromosome separation","GO:0051309","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","ameboidal-type cell migration","GO:0001667","0.2960226021890432","0.5286751280247421","235","809","14","21026",
"GO:BP","lipoxin B4 metabolic process","GO:2001304","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","tongue muscle cell differentiation","GO:0035981","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","toll-like receptor 4 signaling pathway","GO:0034142","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","establishment or maintenance of bipolar cell polarity","GO:0061245","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","killing of cells of another organism","GO:0031640","0.2960226021890432","0.5286751280247421","94","809","7","21026",
"GO:BP","positive regulation of mitochondrial DNA metabolic process","GO:1901860","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","development of primary male sexual characteristics","GO:0046546","0.2960226021890432","0.5286751280247421","153","809","10","21026",
"GO:BP","positive regulation of tongue muscle cell differentiation","GO:2001037","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of tongue muscle cell differentiation","GO:2001035","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of response to nutrient levels","GO:0032108","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","negative regulation of appetite","GO:0032099","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","negative regulation of response to food","GO:0032096","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","lung smooth muscle development","GO:0061145","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of protein localization to cell surface","GO:2000008","0.2960226021890432","0.5286751280247421","41","809","4","21026",
"GO:BP","phosphatidylcholine metabolic process","GO:0046470","0.2960226021890432","0.5286751280247421","76","809","6","21026",
"GO:BP","alpha-beta T cell differentiation","GO:0046632","0.2960226021890432","0.5286751280247421","134","809","9","21026",
"GO:BP","regulation of norepinephrine uptake","GO:0051621","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of blood volume by renal aldosterone","GO:0002017","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","response to metformin","GO:1901558","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","bronchus cartilage development","GO:0060532","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cardiac muscle tissue development","GO:0048738","0.2960226021890432","0.5286751280247421","234","809","14","21026",
"GO:BP","fibroblast growth factor receptor apoptotic signaling pathway","GO:1902178","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","muscle tissue development","GO:0060537","0.2960226021890432","0.5286751280247421","430","809","23","21026",
"GO:BP","serotonin secretion by platelet","GO:0002554","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","platelet formation","GO:0030220","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","striated muscle cell development","GO:0055002","0.2960226021890432","0.5286751280247421","171","809","11","21026",
"GO:BP","spongiotrophoblast layer development","GO:0060712","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","positive regulation of dipeptide transport","GO:2000880","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of calcium ion import across plasma membrane","GO:1905664","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","response to hypobaric hypoxia","GO:1990910","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","detection of peptidoglycan","GO:0032499","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","response to lipopolysaccharide","GO:0032496","0.2960226021890432","0.5286751280247421","339","809","19","21026",
"GO:BP","regulation of Ral protein signal transduction","GO:0032485","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","BMP signaling pathway","GO:0030509","0.2960226021890432","0.5286751280247421","154","809","10","21026",
"GO:BP","paraxial mesodermal cell differentiation","GO:0048342","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cellular response to fluoride","GO:1902618","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of germ cell proliferation","GO:1905938","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","paraxial mesodermal cell fate commitment","GO:0048343","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of voltage-gated sodium channel activity","GO:1905152","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","eosinophil fate commitment","GO:0035854","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of centriole elongation","GO:1903723","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","polarized epithelial cell differentiation","GO:0030859","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","regulation of DNA-binding transcription factor activity","GO:0051090","0.2960226021890432","0.5286751280247421","322","809","18","21026",
"GO:BP","negative regulation of calcium ion binding","GO:1901877","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of smooth muscle cell-matrix adhesion","GO:2000098","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of hepatic stellate cell migration","GO:0061869","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","endothelin production","GO:1990775","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","establishment of endothelial blood-brain barrier","GO:0014045","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","tRNA transcription by RNA polymerase III","GO:0042797","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","GO:1903026","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of purine nucleotide metabolic process","GO:1900544","0.2960226021890432","0.5286751280247421","40","809","4","21026",
"GO:BP","Toll signaling pathway","GO:0008063","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","positive regulation of endothelin production","GO:1904472","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of endothelin production","GO:1904470","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","blood circulation","GO:0008015","0.2960226021890432","0.5286751280247421","518","809","27","21026",
"GO:BP","Leydig cell proliferation","GO:0160024","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of immunoglobulin production in mucosal tissue","GO:2000557","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of response to wounding","GO:1903036","0.2960226021890432","0.5286751280247421","75","809","6","21026",
"GO:BP","positive regulation of tumor necrosis factor (ligand) superfamily member 11 production","GO:2000309","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","dGDP metabolic process","GO:0046066","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","pyrimidine nucleoside salvage","GO:0043097","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of protein localization to cell periphery","GO:1904377","0.2960226021890432","0.5286751280247421","76","809","6","21026",
"GO:BP","adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","GO:0086023","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of the force of heart contraction by cardiac conduction","GO:0086092","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of protein-glutamine gamma-glutamyltransferase activity","GO:0150074","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of primitive erythrocyte differentiation","GO:0010725","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","organic acid transmembrane transport","GO:1903825","0.2960226021890432","0.5286751280247421","152","809","10","21026",
"GO:BP","regulation of oligopeptide transport","GO:0090088","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of myeloid cell differentiation","GO:0045637","0.2960226021890432","0.5286751280247421","213","809","13","21026",
"GO:BP","L-asparagine metabolic process","GO:0070982","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","protein glutathionylation","GO:0010731","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","actin filament branching","GO:0090135","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cardiac atrium formation","GO:0003210","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of protein glutathionylation","GO:0010732","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of protein glutathionylation","GO:0010734","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","generation of catalytic spliceosome for first transesterification step","GO:0000349","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of hepatocyte differentiation","GO:0070366","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of immunoglobulin production in mucosal tissue","GO:2000558","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of branching involved in ureteric bud morphogenesis","GO:0090191","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","UTP metabolic process","GO:0046051","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","male gonad development","GO:0008584","0.2960226021890432","0.5286751280247421","152","809","10","21026",
"GO:BP","negative regulation of single-species biofilm formation in or on host organism","GO:1900229","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of miRNA transcription","GO:1902895","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","regulation of single-species biofilm formation in or on host organism","GO:1900228","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cellular response to folic acid","GO:0071231","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","cellular response to antibiotic","GO:0071236","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","positive regulation of nucleotide metabolic process","GO:0045981","0.2960226021890432","0.5286751280247421","40","809","4","21026",
"GO:BP","regulation of miRNA transcription","GO:1902893","0.2960226021890432","0.5286751280247421","76","809","6","21026",
"GO:BP","cellular response to vitamin E","GO:0071306","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","hair follicle cell proliferation","GO:0071335","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of peptide secretion","GO:0002791","0.2960226021890432","0.5286751280247421","213","809","13","21026",
"GO:BP","carbohydrate mediated signaling","GO:0009756","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","response to hexose","GO:0009746","0.2960226021890432","0.5286751280247421","213","809","13","21026",
"GO:BP","negative regulation of single-species biofilm formation","GO:1900191","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","'de novo' GDP-L-fucose biosynthetic process","GO:0042351","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of single-species biofilm formation","GO:1900190","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of renal phosphate excretion","GO:1903402","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of male germ cell proliferation","GO:2000256","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of vasoconstriction","GO:0045906","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","regulation of glutathione biosynthetic process","GO:1903786","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","purine deoxyribonucleoside diphosphate biosynthetic process","GO:0009183","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","ossification","GO:0001503","0.2960226021890432","0.5286751280247421","430","809","23","21026",
"GO:BP","regulation of endodermal cell fate specification","GO:0042663","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of glycoprotein metabolic process","GO:1903019","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","neutrophil aggregation","GO:0070488","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","biofilm formation","GO:0042710","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of CD8-positive, alpha-beta T cell proliferation","GO:2000565","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","multicellular organismal locomotion","GO:0071965","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","rRNA (guanine-N7)-methylation","GO:0070476","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of Toll signaling pathway","GO:0045751","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of activated T cell proliferation","GO:0042104","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","disruption of cell in another organism","GO:0141061","0.2960226021890432","0.5286751280247421","94","809","7","21026",
"GO:BP","regulation of dipeptide transport","GO:0090089","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of mitochondrial DNA replication","GO:0090297","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of blood vessel endothelial cell migration","GO:0043535","0.2960226021890432","0.5286751280247421","93","809","7","21026",
"GO:BP","retina blood vessel maintenance","GO:0097601","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","aggregation of unicellular organisms","GO:0098630","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of oxidative phosphorylation","GO:1903862","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of lipid kinase activity","GO:0090218","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","skin morphogenesis","GO:0043589","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","regulation of epithelial cell apoptotic process","GO:1904035","0.2960226021890432","0.5286751280247421","58","809","5","21026",
"GO:BP","negative regulation of viral genome replication","GO:0045071","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","regulation of intestinal D-glucose absorption","GO:1903985","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","AMPA selective glutamate receptor signaling pathway","GO:0098990","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","GO:1901028","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","monounsaturated fatty acid metabolic process","GO:1903964","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of sensory perception of pain","GO:1904057","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","single-species biofilm formation","GO:0044010","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","tRNA C3-cytosine methylation","GO:0106217","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","DNA-templated transcription elongation","GO:0006354","0.2960226021890432","0.5286751280247421","134","809","9","21026",
"GO:BP","regulation of ferroptosis","GO:0110075","0.2960226021890432","0.5286751280247421","12","809","2","21026",
"GO:BP","negative regulation of ATF6-mediated unfolded protein response","GO:1903892","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","glial cell activation","GO:0061900","0.2960226021890432","0.5286751280247421","57","809","5","21026",
"GO:BP","wound healing, spreading of cells","GO:0044319","0.2960226021890432","0.5286751280247421","41","809","4","21026",
"GO:BP","positive regulation of ubiquitin-dependent endocytosis","GO:2000397","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","single-species biofilm formation in or on host organism","GO:0044407","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","neural plate elongation","GO:0014022","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of hepatic stellate cell migration","GO:0061870","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","regulation of ubiquitin-dependent endocytosis","GO:2000395","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","renal phosphate excretion","GO:0044722","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","lateral attachment of mitotic spindle microtubules to kinetochore","GO:0099607","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","repair of mitotic kinetochore microtubule attachment defect","GO:0140273","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","negative regulation of NMDA glutamate receptor activity","GO:1904782","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","positive regulation of motor neuron apoptotic process","GO:2000673","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","mitochondrial mRNA processing","GO:0090615","0.2960226021890432","0.5286751280247421","2","809","1","21026",
"GO:BP","epiboly involved in wound healing","GO:0090505","0.2960226021890432","0.5286751280247421","41","809","4","21026",
"GO:BP","regulation of protein binding","GO:0043393","0.2960226021890432","0.5286751280247421","114","809","8","21026",
"GO:BP","response to ethanol","GO:0045471","0.2960226021890432","0.5286751280247421","131","809","9","21026",
"GO:BP","negative regulation of CD4-positive, alpha-beta T cell differentiation","GO:0043371","0.2960226021890432","0.5286751280247421","25","809","3","21026",
"GO:BP","positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","GO:1904879","0.2960226021890432","0.5286751280247421","2","809","1","21026",
