"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of bone mineralization","GO:0030501","0.30500694915211085","0.5156902657547381","44","514","3","21026",
"GO:BP","detection of bacterial lipoprotein","GO:0042494","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","glycerolipid biosynthetic process","GO:0045017","0.30500694915211085","0.5156902657547381","250","514","10","21026",
"GO:BP","innate immune response","GO:0045087","0.30500694915211085","0.5156902657547381","984","514","31","21026",
"GO:BP","negative regulation of appetite by leptin-mediated signaling pathway","GO:0038108","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","detection of mechanical stimulus involved in sensory perception of touch","GO:0050976","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","myelination","GO:0042552","0.30500694915211085","0.5156902657547381","157","514","7","21026",
"GO:BP","toll-like receptor TLR6:TLR2 signaling pathway","GO:0038124","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","myosin filament assembly","GO:0031034","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","taurine biosynthetic process","GO:0042412","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","plasma membrane lactate transport","GO:0035879","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","proteasomal ubiquitin-independent protein catabolic process","GO:0010499","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","postsynaptic cytoskeleton organization","GO:0099188","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","oligosaccharide transport","GO:0015772","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","N-acetylglucosamine catabolic process","GO:0006046","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","pre-B cell allelic exclusion","GO:0002331","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","white fat cell proliferation","GO:0070343","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","vestibular reflex","GO:0060005","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","nucleotide-sugar metabolic process","GO:0009225","0.30500694915211085","0.5156902657547381","44","514","3","21026",
"GO:BP","negative regulation of reactive oxygen species metabolic process","GO:2000378","0.30500694915211085","0.5156902657547381","43","514","3","21026",
"GO:BP","synaptic vesicle cycle","GO:0099504","0.30500694915211085","0.5156902657547381","221","514","9","21026",
"GO:BP","allantois development","GO:1905069","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","intracellular chemical homeostasis","GO:0055082","0.30500694915211085","0.5156902657547381","730","514","24","21026",
"GO:BP","regulation of leukocyte adhesion to arterial endothelial cell","GO:1904997","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","positive regulation of reactive oxygen species metabolic process","GO:2000379","0.30500694915211085","0.5156902657547381","70","514","4","21026",
"GO:BP","long-chain fatty acid import into peroxisome","GO:0015910","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","Harderian gland development","GO:0070384","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","dendritic spine maintenance","GO:0097062","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","chromosomal 5-methylcytosine DNA demethylation pathway","GO:0141166","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of lymphocyte migration","GO:2000401","0.30500694915211085","0.5156902657547381","70","514","4","21026",
"GO:BP","DNA replication","GO:0006260","0.30500694915211085","0.5156902657547381","283","514","11","21026",
"GO:BP","mRNA alternative polyadenylation","GO:0110104","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","melanin biosynthetic process from tyrosine","GO:0006583","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","prostate gland morphogenetic growth","GO:0060737","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","behavioral fear response","GO:0001662","0.30500694915211085","0.5156902657547381","44","514","3","21026",
"GO:BP","male anatomical structure morphogenesis","GO:0090598","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of extracellular matrix constituent secretion","GO:0003332","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","synaptic vesicle targeting","GO:0016080","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","lipid biosynthetic process","GO:0008610","0.30500694915211085","0.5156902657547381","729","514","24","21026",
"GO:BP","cellular response to 2,3,7,8-tetrachlorodibenzodioxine","GO:1904613","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","response to arachidonate","GO:1904550","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","sucrose transport","GO:0015770","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","disaccharide transport","GO:0015766","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","positive regulation of glutamate receptor signaling pathway","GO:1900451","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","glucosylceramide catabolic process","GO:0006680","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of collagen catabolic process","GO:0010710","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","response to interleukin-7","GO:0098760","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","dichotomous subdivision of terminal units involved in salivary gland branching","GO:0060666","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","xenobiotic metabolic process","GO:0006805","0.30500694915211085","0.5156902657547381","125","514","6","21026",
"GO:BP","positive regulation of D-glucose transmembrane transport","GO:0010828","0.30500694915211085","0.5156902657547381","44","514","3","21026",
"GO:BP","regulation of DNA stability","GO:0097752","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of circadian sleep/wake cycle, wakefulness","GO:0010840","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","vasculogenesis involved in coronary vascular morphogenesis","GO:0060979","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of cortisol biosynthetic process","GO:2000065","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","positive regulation of dendritic spine development","GO:0060999","0.30500694915211085","0.5156902657547381","43","514","3","21026",
"GO:BP","positive regulation of L-glutamate import across plasma membrane","GO:0002038","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","calcium-independent cell-matrix adhesion","GO:0007161","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","pancreas morphogenesis","GO:0061113","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","morphogenesis of a branching epithelium","GO:0061138","0.30500694915211085","0.5156902657547381","189","514","8","21026",
"GO:BP","regulation of glutamate uptake involved in transmission of nerve impulse","GO:0051946","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of gonad development","GO:1905940","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","cellular process","GO:0009987","0.30500694915211085","0.5156902657547381","20247","514","501","21026",
"GO:BP","proximal/distal axis specification","GO:0009946","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","aorta smooth muscle tissue morphogenesis","GO:0060414","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","microglia development","GO:0014005","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","cell activation","GO:0001775","0.30500694915211085","0.5156902657547381","1132","514","35","21026",
"GO:BP","positive regulation of mesenchymal stem cell migration","GO:1905322","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","vein smooth muscle contraction","GO:0014826","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of mesenchymal stem cell migration","GO:1905320","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","mesenchymal stem cell migration","GO:1905319","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","response to muscle activity involved in regulation of muscle adaptation","GO:0014873","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","endocardium formation","GO:0060214","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","mitochondrial translational elongation","GO:0070125","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of CAMKK-AMPK signaling cascade","GO:1905289","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","striated muscle contraction","GO:0006941","0.30500694915211085","0.5156902657547381","189","514","8","21026",
"GO:BP","Langerhans cell differentiation","GO:0061520","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of amino acid uptake involved in synaptic transmission","GO:0051941","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","immune response in gut-associated lymphoid tissue","GO:0002387","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","mRNA export from nucleus","GO:0006406","0.30500694915211085","0.5156902657547381","70","514","4","21026",
"GO:BP","ovarian cumulus expansion","GO:0001550","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of mitochondrial calcium ion concentration","GO:0051562","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","transcription initiation at mitochondrial promoter","GO:0006391","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","relaxation of skeletal muscle","GO:0090076","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","striatal medium spiny neuron differentiation","GO:0021773","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of primary miRNA processing","GO:2000635","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of apoptotic process in bone marrow cell","GO:0071865","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","glycolipid catabolic process","GO:0019377","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","type B pancreatic cell maturation","GO:0072560","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","Notch signaling pathway","GO:0007219","0.30500694915211085","0.5156902657547381","186","514","8","21026",
"GO:BP","negative regulation of apoptotic process in bone marrow cell","GO:0071866","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of early endosome to recycling endosome transport","GO:1902954","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of glucocorticoid secretion","GO:2000850","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of tRNA metabolic process","GO:1903326","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","spindle assembly involved in female meiosis I","GO:0007057","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","cell proliferation involved in kidney development","GO:0072111","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","positive regulation of protein lipidation","GO:1903061","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","RNA import into nucleus","GO:0006404","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of corticosteroid hormone secretion","GO:2000847","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","RNA catabolic process","GO:0006401","0.30500694915211085","0.5156902657547381","315","514","12","21026",
"GO:BP","mesonephric duct morphogenesis","GO:0072180","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of hydrolase activity","GO:0051336","0.30500694915211085","0.5156902657547381","352","514","13","21026",
"GO:BP","negative regulation of steroid hormone secretion","GO:2000832","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","histamine uptake","GO:0051615","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","cytoplasm protein quality control","GO:0140455","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","cellular response to diacyl bacterial lipopeptide","GO:0071726","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","late viral transcription","GO:0019086","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","asymmetric cell division","GO:0008356","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","presynaptic active zone assembly","GO:1904071","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","secondary alcohol metabolic process","GO:1902652","0.30500694915211085","0.5156902657547381","156","514","7","21026",
"GO:BP","eye development","GO:0001654","0.30500694915211085","0.5156902657547381","415","514","15","21026",
"GO:BP","mRNA modification","GO:0016556","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","regulation of monoatomic cation transmembrane transport","GO:1904062","0.30500694915211085","0.5156902657547381","284","514","11","21026",
"GO:BP","positive regulation of synapse structural plasticity","GO:0051835","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","meiotic sister chromatid cohesion, centromeric","GO:0051754","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of cellular response to stress","GO:0080135","0.30500694915211085","0.5156902657547381","519","514","18","21026",
"GO:BP","negative regulation of purine nucleotide biosynthetic process","GO:1900372","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of response to drug","GO:2001023","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","membrane depolarization during cardiac muscle cell action potential","GO:0086012","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","positive regulation of response to oxidative stress","GO:1902884","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of chondrocyte proliferation","GO:1902731","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","ubiquitin-dependent protein catabolic process via the N-end rule pathway","GO:0071596","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of G protein-coupled receptor signaling pathway","GO:0008277","0.30500694915211085","0.5156902657547381","155","514","7","21026",
"GO:BP","endothelial cell-cell adhesion","GO:0071603","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","positive regulation of respiratory gaseous exchange","GO:1903942","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","regulation of ATF6-mediated unfolded protein response","GO:1903891","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","negative regulation of monoatomic anion transport","GO:1903792","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","glutamate biosynthetic process","GO:0006537","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","response to diacyl bacterial lipopeptide","GO:0071724","0.30500694915211085","0.5156902657547381","4","514","1","21026",
"GO:BP","kinetochore organization","GO:0051383","0.30500694915211085","0.5156902657547381","21","514","2","21026",
"GO:BP","regulation of protein-containing complex assembly","GO:0043254","0.3062217680442301","0.5139639403344618","421","514","15","21026",
"GO:BP","hair follicle development","GO:0001942","0.30818125965418874","0.5111937740414437","99","514","5","21026",
"GO:BP","ensheathment of neurons","GO:0007272","0.30818125965418874","0.5111937740414437","159","514","7","21026",
"GO:BP","negative regulation of protein secretion","GO:0050709","0.30818125965418874","0.5111937740414437","71","514","4","21026",
"GO:BP","axis specification","GO:0009798","0.30818125965418874","0.5111937740414437","99","514","5","21026",
"GO:BP","lipid localization","GO:0010876","0.30818125965418874","0.5111937740414437","456","514","16","21026",
"GO:BP","axon ensheathment","GO:0008366","0.30818125965418874","0.5111937740414437","159","514","7","21026",
"GO:BP","positive regulation of gliogenesis","GO:0014015","0.30818125965418874","0.5111937740414437","71","514","4","21026",
"GO:BP","positive regulation of nucleobase-containing compound metabolic process","GO:0045935","0.30818125965418874","0.5111937740414437","2036","514","59","21026",
"GO:BP","response to mechanical stimulus","GO:0009612","0.30818125965418874","0.5111937740414437","222","514","9","21026",
"GO:BP","positive chemotaxis","GO:0050918","0.30818125965418874","0.5111937740414437","71","514","4","21026",
"GO:BP","regulation of dendritic spine morphogenesis","GO:0061001","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","regulation of fatty acid biosynthetic process","GO:0042304","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","regulation of cellular senescence","GO:2000772","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","phosphatidylinositol biosynthetic process","GO:0006661","0.31058734826558154","0.5078162391752432","129","514","6","21026",
"GO:BP","response to tumor cell","GO:0002347","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","positive regulation of DNA-templated transcription","GO:0045893","0.31058734826558154","0.5078162391752432","1697","514","50","21026",
"GO:BP","behavioral defense response","GO:0002209","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","cerebellum morphogenesis","GO:0021587","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","regulation of systemic arterial blood pressure mediated by a chemical signal","GO:0003044","0.31058734826558154","0.5078162391752432","45","514","3","21026",
"GO:BP","regulation of mitotic cell cycle","GO:0007346","0.31165497949919396","0.5063259297322067","492","514","17","21026",
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","0.3135422633525749","0.5037039109617889","1699","514","50","21026",
"GO:BP","neural tube development","GO:0021915","0.3136621905848459","0.5035378287998623","160","514","7","21026",
"GO:BP","kidney morphogenesis","GO:0060993","0.31424147663132024","0.5027364931238997","100","514","5","21026",
"GO:BP","proteoglycan metabolic process","GO:0006029","0.31424147663132024","0.5027364931238997","100","514","5","21026",
"GO:BP","endosome to lysosome transport","GO:0008333","0.315014151908587","0.5016699352334154","72","514","4","21026",
"GO:BP","cell surface pattern recognition receptor signaling pathway","GO:0002752","0.315014151908587","0.5016699352334154","72","514","4","21026",
"GO:BP","melanosome transport","GO:0032402","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","secretory granule localization","GO:0032252","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","positive regulation of stress-activated protein kinase signaling cascade","GO:0070304","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","sex determination","GO:0007530","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","regulation of cartilage development","GO:0061035","0.315014151908587","0.5016699352334154","72","514","4","21026",
"GO:BP","small molecule metabolic process","GO:0044281","0.315014151908587","0.5016699352334154","1776","514","52","21026",
"GO:BP","mannosylation","GO:0097502","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","lysosomal protein catabolic process","GO:1905146","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","labyrinthine layer morphogenesis","GO:0060713","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032434","0.315014151908587","0.5016699352334154","130","514","6","21026",
"GO:BP","regulation of synaptic vesicle endocytosis","GO:1900242","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","lymph vessel morphogenesis","GO:0036303","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","regulation of ryanodine-sensitive calcium-release channel activity","GO:0060314","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","phosphatidylinositol-3-phosphate biosynthetic process","GO:0036092","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","mRNA transport","GO:0051028","0.315014151908587","0.5016699352334154","130","514","6","21026",
"GO:BP","B cell receptor signaling pathway","GO:0050853","0.315014151908587","0.5016699352334154","72","514","4","21026",
"GO:BP","positive regulation of stress-activated MAPK cascade","GO:0032874","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","organ induction","GO:0001759","0.315014151908587","0.5016699352334154","22","514","2","21026",
"GO:BP","cellular senescence","GO:0090398","0.3198650641152109","0.49503319127109013","101","514","5","21026",
"GO:BP","dendritic spine development","GO:0060996","0.3198650641152109","0.49503319127109013","101","514","5","21026",
"GO:BP","regulation of biomineral tissue development","GO:0070167","0.3198650641152109","0.49503319127109013","101","514","5","21026",
"GO:BP","response to heat","GO:0009408","0.3198650641152109","0.49503319127109013","101","514","5","21026",
"GO:BP","regulation of protein localization to membrane","GO:1905475","0.3203141523211371","0.494423872640597","193","514","8","21026",
"GO:BP","myotube cell development","GO:0014904","0.3203141523211371","0.494423872640597","46","514","3","21026",
"GO:BP","regulation of natural killer cell mediated cytotoxicity","GO:0042269","0.3203141523211371","0.494423872640597","46","514","3","21026",
"GO:BP","regulation of extrinsic apoptotic signaling pathway via death domain receptors","GO:1902041","0.3203141523211371","0.494423872640597","46","514","3","21026",
"GO:BP","viral genome replication","GO:0019079","0.3211295825201632","0.49331968529774156","131","514","6","21026",
"GO:BP","response to other organism","GO:0051707","0.3211295825201632","0.49331968529774156","1592","514","47","21026",
"GO:BP","positive regulation of protein transport","GO:0051222","0.32160988750124303","0.4926706078675517","258","514","10","21026",
"GO:BP","ventricular septum development","GO:0003281","0.3236805770003985","0.4898833603893056","73","514","4","21026",
"GO:BP","proteoglycan biosynthetic process","GO:0030166","0.3236805770003985","0.4898833603893056","73","514","4","21026",
"GO:BP","regulation of cytokine production","GO:0001817","0.3248694058374255","0.4882911858590868","781","514","25","21026",
"GO:BP","limb development","GO:0060173","0.3256585784897968","0.48723747716528126","194","514","8","21026",
"GO:BP","appendage development","GO:0048736","0.3256585784897968","0.48723747716528126","194","514","8","21026",
"GO:BP","multicellular organismal reproductive process","GO:0048609","0.32677471580170075","0.4857515543813879","1000","514","31","21026",
"GO:BP","response to organophosphorus","GO:0046683","0.3281888411922664","0.4838761895565722","132","514","6","21026",
"GO:BP","protein deubiquitination","GO:0016579","0.3281888411922664","0.4838761895565722","132","514","6","21026",
"GO:BP","regulation of monoatomic ion transmembrane transporter activity","GO:0032412","0.329211863310135","0.4825245231642114","163","514","7","21026",
"GO:BP","peroxisomal membrane transport","GO:0015919","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","extracellular matrix organization","GO:0030198","0.33120033725466297","0.47990922965356886","327","514","12","21026",
"GO:BP","reflex","GO:0060004","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","sodium ion homeostasis","GO:0055078","0.33120033725466297","0.47990922965356886","47","514","3","21026",
"GO:BP","phosphatidylinositol-mediated signaling","GO:0048015","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","peroxisome proliferator activated receptor signaling pathway","GO:0035357","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","retinal ganglion cell axon guidance","GO:0031290","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","late endosome to lysosome transport","GO:1902774","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","export across plasma membrane","GO:0140115","0.33120033725466297","0.47990922965356886","74","514","4","21026",
"GO:BP","peroxisomal transport","GO:0043574","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","GO:0016338","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","pigment granule transport","GO:0051904","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","negative regulation of organic acid transport","GO:0032891","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","phenol-containing compound biosynthetic process","GO:0046189","0.33120033725466297","0.47990922965356886","47","514","3","21026",
"GO:BP","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","GO:1900151","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","establishment of melanosome localization","GO:0032401","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","flagellated sperm motility","GO:0030317","0.33120033725466297","0.47990922965356886","195","514","8","21026",
"GO:BP","sperm motility","GO:0097722","0.33120033725466297","0.47990922965356886","195","514","8","21026",
"GO:BP","regulation of insulin-like growth factor receptor signaling pathway","GO:0043567","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","regulation of biosynthetic process","GO:0009889","0.33120033725466297","0.47990922965356886","5809","514","155","21026",
"GO:BP","ammonium ion metabolic process","GO:0097164","0.33120033725466297","0.47990922965356886","23","514","2","21026",
"GO:BP","establishment of spindle orientation","GO:0051294","0.33120033725466297","0.47990922965356886","47","514","3","21026",
"GO:BP","negative regulation of reproductive process","GO:2000242","0.33120033725466297","0.47990922965356886","74","514","4","21026",
"GO:BP","negative regulation of catabolic process","GO:0009895","0.33120033725466297","0.47990922965356886","361","514","13","21026",
"GO:BP","positive regulation of lymphocyte mediated immunity","GO:0002708","0.3320529391248941","0.4787926713050529","133","514","6","21026",
"GO:BP","regulation of microtubule cytoskeleton organization","GO:0070507","0.3320529391248941","0.4787926713050529","164","514","7","21026",
"GO:BP","primary alcohol metabolic process","GO:0034308","0.3320529391248941","0.4787926713050529","103","514","5","21026",
"GO:BP","mRNA catabolic process","GO:0006402","0.3327357804794235","0.47790049510580257","261","514","10","21026",
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.3327357804794235","0.47790049510580257","6492","514","172","21026",
"GO:BP","regulation of forebrain neuron differentiation","GO:2000977","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","myelin assembly","GO:0032288","0.33287545664806434","0.47771822477501213","24","514","2","21026",
"GO:BP","negative regulation of cAMP/PKA signal transduction","GO:0141162","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","regulation of spindle organization","GO:0090224","0.33287545664806434","0.47771822477501213","48","514","3","21026",
"GO:BP","regulation of centromere complex assembly","GO:0090230","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","mitochondrion organization","GO:0007005","0.33287545664806434","0.47771822477501213","435","514","15","21026",
"GO:BP","negative regulation of glucocorticoid metabolic process","GO:0031944","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","positive regulation of RNA export from nucleus","GO:0046833","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","Golgi reassembly","GO:0090168","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","extracellular structure organization","GO:0043062","0.33287545664806434","0.47771822477501213","328","514","12","21026",
"GO:BP","regulation of kinase activity","GO:0043549","0.33287545664806434","0.47771822477501213","431","514","15","21026",
"GO:BP","positive regulation of protein deubiquitination","GO:1903003","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","negative regulation of interleukin-6 production","GO:0032715","0.33287545664806434","0.47771822477501213","48","514","3","21026",
"GO:BP","positive regulation of DNA-binding transcription factor activity","GO:0051091","0.33287545664806434","0.47771822477501213","196","514","8","21026",
"GO:BP","regulation of protein localization to microtubule","GO:1902816","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","cell surface receptor protein serine/threonine kinase signaling pathway","GO:0007178","0.33287545664806434","0.47771822477501213","364","514","13","21026",
"GO:BP","renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure","GO:0003072","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","regulation of kidney size","GO:0035564","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","metanephric S-shaped body morphogenesis","GO:0072284","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","positive regulation of neurotrophin TRK receptor signaling pathway","GO:0051388","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","negative regulation of protein localization to microtubule","GO:1902817","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","hindbrain morphogenesis","GO:0021575","0.33287545664806434","0.47771822477501213","48","514","3","21026",
"GO:BP","mitotic spindle assembly","GO:0090307","0.33287545664806434","0.47771822477501213","76","514","4","21026",
"GO:BP","negative regulation of glucocorticoid biosynthetic process","GO:0031947","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","metanephric glomerular mesangium development","GO:0072223","0.33287545664806434","0.47771822477501213","5","514","1","21026",
"GO:BP","regulation of pre-miRNA processing","GO:2000631","0.33287545664806434","0.47771822477501213","5","514","1","21026",
